22.190838,11.486687,5.753857,6.003054,7.558485,4.62651,5.075498,9.371569,7.30485,6.185642,7.263173,1.860935,7.699707,9.298453,10.092169,0.000000
22.923633,10.687826,6.095221,5.803288,7.689931,4.819774,5.097946,9.683107,7.719979,5.653386,7.862386,1.377097,6.55101,9.530066,9.346837,0.000000
23.614355,10.442592,6.380919,5.501726,8.270394,4.941357,5.520185,9.824834,9.217676,5.215976,7.169443,0.383966,5.837308,7.891225,7.797817,0.000000
23.076237,10.702949,2.779069,5.638956,8.214536,5.3329,5.517039,10.129887,10.50569,5.28668,7.166875,0.805531,5.528087,8.730171,8.014273,0.000000
22.32158,11.310398,2.796062,5.679704,8.345052,5.239178,5.502106,10.164835,10.83737,5.224131,7.077027,0.922323,5.283153,8.936704,8.203761,0.000000
23.847279,12.009794,4.014169,5.3611,8.375914,5.201935,5.261901,9.924194,10.156662,4.989063,7.363176,0.038554,6.049445,9.098378,8.263868,0.000000
23.690826,11.393196,4.42291,5.710603,8.382456,5.088071,5.43442,9.605933,9.723726,5.207097,7.756999,0.914457,6.905788,8.936485,8.207525,0.000000
22.814189,11.898413,2.842821,6.170636,7.925914,5.091768,5.263244,8.066215,9.020591,5.295874,7.892001,1.496425,8.837039,9.162385,8.406293,0.000000
24.689369,12.234773,3.281525,6.439772,7.903536,4.494955,5.979488,10.063032,7.685429,6.30361,8.933203,3.197235,9.113802,10.683888,9.624863,0.000000
25.494697,13.065937,4.535317,6.49098,8.353865,4.247921,6.696404,10.68902,7.41582,6.620656,10.696763,4.37619,9.343603,12.992424,10.874686,0.000000
25.508261,14.711151,0.467373,6.769958,8.799624,3.981924,7.792027,11.544058,6.343669,6.975884,13.96951,9.470627,12.117353,18.28059,16.640611,0.000000
25.239594,18.023431,7.082985,8.348604,9.029042,2.473171,11.318138,16.816512,13.052439,11.376909,20.56856,20.608263,16.210244,27.075141,28.767703,0.000000
27.570108,14.688968,3.175331,5.834554,8.636668,4.676918,7.365634,10.197155,6.838891,6.895097,11.835116,5.948842,9.485035,14.627445,10.449321,0.000000
24.486056,10.780748,8.350878,6.382355,6.758703,4.773976,6.84557,8.6355,6.173939,7.956612,8.923346,4.257166,9.142823,11.680681,9.185275,0.000000
25.519754,11.394658,9.172375,6.972888,6.701922,4.739561,6.725194,9.165044,5.830138,7.311199,8.5336,4.507911,9.281112,11.093477,9.247962,0.000000
24.996669,12.698863,8.051954,6.10047,6.889977,5.233871,5.93782,8.348351,7.304633,6.920697,6.960495,2.323337,8.359924,10.824042,9.830578,0.000000
27.79317,16.003592,7.733157,7.437293,6.534851,2.852146,8.814688,11.654201,5.173865,8.028142,10.4536,8.87234,9.239194,14.415878,14.474516,0.000000
28.747807,18.613117,1.356793,7.148644,7.989034,3.500036,7.406501,11.223077,5.05417,7.98689,12.941792,11.591025,12.763962,16.802524,17.566856,0.000000
27.995032,16.381683,1.710574,7.029038,7.673091,3.149778,8.252428,11.250383,5.411334,8.808062,13.980569,12.373482,13.669804,17.405411,18.255095,0.000000
18.894435,11.937053,0.702736,12.879861,7.770191,3.701338,16.511473,18.342729,15.161815,16.833647,20.302487,24.184355,19.216306,25.500101,30.847167,0.000000
26.32231,10.481784,3.698393,12.976066,10.422871,2.214199,11.878843,27.57864,26.157424,20.211747,29.306382,35.670334,17.83704,37.639225,38.90708,0.000000
26.331972,15.164849,5.216123,9.021773,8.324738,3.50989,8.439769,17.304934,8.740965,12.256521,22.010331,18.651711,13.085224,29.058265,23.823588,0.000000
24.183647,11.78252,10.441034,7.275344,8.155977,4.170649,8.029321,11.341949,4.772785,9.221164,14.075825,10.478779,10.935443,18.401032,15.329373,0.000000
22.107537,10.347782,10.515008,6.246618,8.017551,3.858781,8.688109,10.673777,5.684551,9.150266,12.022855,8.168351,10.503893,15.105714,13.175772,0.000000
18.413385,8.033778,12.448076,6.055711,7.687028,4.11438,7.771478,9.556004,6.005724,8.859753,9.740104,5.594355,9.08411,13.034448,11.324965,0.000000
19.290154,6.471367,15.798242,5.99047,8.419946,5.116589,7.151781,9.843381,7.30654,8.620531,9.000414,3.502244,7.524667,10.813106,8.98861,0.000000
18.855919,4.025422,16.168263,5.412752,8.305437,5.361492,6.725047,9.324493,7.522122,8.96871,7.441537,2.479627,8.50983,6.925842,8.836794,0.000000
18.760007,0.725734,16.493226,5.319331,7.89396,5.694352,6.235444,8.254992,7.499644,8.844956,6.264409,1.557768,9.717386,3.50271,8.343952,0.000000
22.883281,2.994254,19.648019,5.865174,8.825693,4.862525,6.959105,10.3928,11.004428,5.660107,6.312648,1.901493,6.711034,4.147026,6.290856,0.000000
